"name","lon","lat","category"
"HDB Block 347, TAMPINES ST 33",103.9630138,1.3517715,"HDB Flats"
"HDB Block 347, UBI AVE 1",103.899637,1.325674,"HDB Flats"
"HDB Block 347, WOODLANDS AVE 3",103.7815198,1.433184,"HDB Flats"
"HDB Block 347, YISHUN AVE 11",103.8446476,1.4232712,"HDB Flats"
"HDB Block 347A, ANG MO KIO AVE 3",103.848552,1.367557,"HDB Flats"
"HDB Block 347A, YISHUN AVE 11",103.8446476,1.4232712,"HDB Flats"
"HDB Block 347B, YISHUN AVE 11",103.8446476,1.4232712,"HDB Flats"
"HDB Block 347C, YISHUN AVE 11",103.8446476,1.4232712,"HDB Flats"
"HDB Block 348, ANG MO KIO AVE 3",103.8477232,1.3661863,"HDB Flats"
"HDB Block 348, BT BATOK ST 34",103.750614,1.362125,"HDB Flats"
"HDB Block 348, CLEMENTI AVE 5",103.770787,1.316775,"HDB Flats"
"HDB Block 348, JURONG EAST AVE 1",103.7310655,1.3445908,"HDB Flats"
"HDB Block 348, KANG CHING RD",103.7196,1.3402302,"HDB Flats"
"HDB Block 348, TAMPINES ST 33",103.9633903,1.3529851,"HDB Flats"
"HDB Block 348, UBI AVE 1",103.900398,1.326179,"HDB Flats"
"HDB Block 348, WOODLANDS AVE 3",103.7818954,1.4329438,"HDB Flats"
"HDB Block 348, YISHUN AVE 11",103.8446476,1.4232712,"HDB Flats"
"HDB Block 348A, YISHUN AVE 11",103.8446476,1.4232712,"HDB Flats"
"HDB Block 348B, YISHUN AVE 11",103.8446476,1.4232712,"HDB Flats"
"HDB Block 348C, YISHUN AVE 11",103.8446476,1.4232712,"HDB Flats"
"HDB Block 348D, YISHUN AVE 11",103.8446476,1.4232712,"HDB Flats"
"HDB Block 349, BT BATOK ST 34",103.7498703,1.3621269,"HDB Flats"
"HDB Block 349, CLEMENTI AVE 2",103.770959,1.315917,"HDB Flats"
"HDB Block 349, CORPORATION DR",103.718934,1.339429,"HDB Flats"
"HDB Block 349, JURONG EAST AVE 1",103.731423,1.344528,"HDB Flats"
"HDB Block 349, TAMPINES ST 33",103.9627635,1.3550023,"HDB Flats"
"HDB Block 349, UBI AVE 1",103.900429,1.325829,"HDB Flats"
"HDB Block 349, WOODLANDS AVE 3",103.7825377,1.4335104,"HDB Flats"
"HDB Block 349, YISHUN AVE 11",103.8436348,1.4261142,"HDB Flats"
"HDB Block 35, BEDOK STH AVE 2",103.9382151,1.3216188,"HDB Flats"
"HDB Block 35, CHAI CHEE AVE",103.92616,1.324938,"HDB Flats"
"HDB Block 35, CIRCUIT RD",103.8860419,1.3292349,"HDB Flats"
"HDB Block 35, EUNOS CRES",103.9012844,1.3211642,"HDB Flats"
"HDB Block 35, JLN RUMAH TINGGI",103.8088851,1.2880307,"HDB Flats"
"HDB Block 35, JLN BAHAGIA",103.8575719,1.3268249,"HDB Flats"
"HDB Block 35, LIM LIAK ST",103.831546,1.285172,"HDB Flats"
"HDB Block 35, LOR 5 TOA PAYOH",103.8508038,1.337777,"HDB Flats"
"HDB Block 35, MARINE CRES",103.9119892,1.3027848,"HDB Flats"
"HDB Block 35, MARSILING DR",103.7716855,1.444966,"HDB Flats"
"HDB Block 35, TANGLIN HALT RD",103.7996492,1.2988856,"HDB Flats"
"HDB Block 35, TEBAN GDNS RD",103.7420379,1.320278,"HDB Flats"
"HDB Block 35, TELOK BLANGAH RISE",103.8218899,1.2729677,"HDB Flats"
"HDB Block 35A, BEDOK STH AVE 2",103.939479,1.3226579,"HDB Flats"
"HDB Block 35A, LOR 5 TOA PAYOH",103.8547787,1.334815,"HDB Flats"
"HDB Block 35A, MARINE CRES",103.912262,1.304644,"HDB Flats"
"HDB Block 35A, TANGLIN HALT RD",103.7987069,1.2969389,"HDB Flats"
"HDB Block 350, ANG MO KIO ST 32",103.8499149,1.3640183,"HDB Flats"
"HDB Block 350, ANCHORVALE RD",103.8870331,1.3934076,"HDB Flats"
"HDB Block 350, BT BATOK ST 34",103.749098,1.361698,"HDB Flats"
"HDB Block 350, CANBERRA RD",103.8202699,1.449869,"HDB Flats"
"HDB Block 350, CHOA CHU KANG CTRL",103.7434436,1.383641,"HDB Flats"
"HDB Block 350, CLEMENTI AVE 2",103.7701626,1.3157237,"HDB Flats"
"HDB Block 350, CORPORATION DR",103.719135,1.338706,"HDB Flats"
"HDB Block 350, JURONG EAST AVE 1",103.7311666,1.3441398,"HDB Flats"
"HDB Block 350, TAMPINES ST 33",103.962607,1.3537414,"HDB Flats"
"HDB Block 350, UBI AVE 1",103.9019804,1.330654,"HDB Flats"
"HDB Block 350, WOODLANDS AVE 3",103.782278,1.4337783,"HDB Flats"
"HDB Block 350, YISHUN AVE 11",103.8442895,1.4256323,"HDB Flats"
"HDB Block 350A, ANCHORVALE RD",103.8760874,1.3892065,"HDB Flats"
"HDB Block 350A, CANBERRA RD",103.8202699,1.449869,"HDB Flats"
"HDB Block 350A, YISHUN AVE 11",103.8442895,1.4256323,"HDB Flats"
"HDB Block 350B, CANBERRA RD",103.8202699,1.449869,"HDB Flats"
"HDB Block 350C, CANBERRA RD",103.8202699,1.449869,"HDB Flats"
"HDB Block 351, ANG MO KIO ST 32",103.8501636,1.3643819,"HDB Flats"
"HDB Block 351, ANCHORVALE RD",103.8870331,1.3934076,"HDB Flats"
"HDB Block 351, BT BATOK ST 34",103.7512281,1.3621922,"HDB Flats"
"HDB Block 351, CANBERRA RD",103.819663,1.451375,"HDB Flats"
"HDB Block 351, CHOA CHU KANG CTRL",103.743094,1.3834249,"HDB Flats"
"HDB Block 351, CLEMENTI AVE 2",103.7702723,1.3149098,"HDB Flats"
"HDB Block 351, CORPORATION DR",103.7196917,1.3388795,"HDB Flats"
"HDB Block 351, HOUGANG AVE 7",103.8988797,1.371752,"HDB Flats"
"HDB Block 351, JURONG EAST ST 31",103.7307574,1.3449787,"HDB Flats"
"HDB Block 351, TAMPINES ST 33",103.9626977,1.3521006,"HDB Flats"
"HDB Block 351, UBI AVE 1",103.900546,1.325479,"HDB Flats"
"HDB Block 351, WOODLANDS AVE 1",103.784182,1.4320914,"HDB Flats"
"HDB Block 351, YISHUN AVE 11",103.844031,1.426464,"HDB Flats"
"HDB Block 351A, ANCHORVALE RD",103.8870331,1.3934076,"HDB Flats"
"HDB Block 351A, CHOA CHU KANG CTRL",103.743094,1.3834249,"HDB Flats"
"HDB Block 351A, CANBERRA RD",103.8201997,1.4505077,"HDB Flats"
"HDB Block 351A, TAMPINES ST 33",103.9627635,1.3550023,"HDB Flats"
"HDB Block 351B, ANCHORVALE RD",103.8870331,1.3934076,"HDB Flats"
"HDB Block 351B, CANBERRA RD",103.8200638,1.4508389,"HDB Flats"
"HDB Block 351C, ANCHORVALE RD",103.8870331,1.3934076,"HDB Flats"
"HDB Block 351C, CANBERRA RD",103.819663,1.451375,"HDB Flats"
"HDB Block 351D, ANCHORVALE RD",103.8870331,1.3934076,"HDB Flats"
"HDB Block 351D, CANBERRA RD",103.819294,1.451064,"HDB Flats"
"HDB Block 352, ANG MO KIO ST 32",103.8506084,1.3641296,"HDB Flats"
"HDB Block 352, BT BATOK ST 34",103.749469,1.361569,"HDB Flats"
"HDB Block 352, CHOA CHU KANG CTRL",103.743172,1.3830561,"HDB Flats"
"HDB Block 352, CLEMENTI AVE 2",103.77153,1.314595,"HDB Flats"
"HDB Block 352, HOUGANG AVE 7",103.8990855,1.3720788,"HDB Flats"
"HDB Block 352, JURONG EAST ST 31",103.7303979,1.345029,"HDB Flats"
"HDB Block 352, KANG CHING RD",103.720142,1.339397,"HDB Flats"
"HDB Block 352, TAMPINES ST 33",103.96216,1.354171,"HDB Flats"
"HDB Block 352, UBI AVE 1",103.899668,1.325308,"HDB Flats"
"HDB Block 352, WOODLANDS AVE 1",103.7844532,1.4317355,"HDB Flats"
"HDB Block 352, YISHUN RING RD",103.8450399,1.4265211,"HDB Flats"
"HDB Block 352A, ANG MO KIO ST 32",103.851531,1.364188,"HDB Flats"
"HDB Block 352A, CANBERRA RD",103.8187739,1.4542174,"HDB Flats"
"HDB Block 352B, CANBERRA RD",103.819836,1.450371,"HDB Flats"
"HDB Block 352C, CANBERRA RD",103.8198827,1.4497756,"HDB Flats"
"HDB Block 353, ADMIRALTY DR",103.8160244,1.4498065,"HDB Flats"
"HDB Block 353, ANCHORVALE LANE",103.845226,1.4261415,"HDB Flats"
"HDB Block 353, ANG MO KIO ST 32",103.851531,1.364188,"HDB Flats"
"HDB Block 353, BT BATOK ST 34",103.7512281,1.3621922,"HDB Flats"
"HDB Block 353, CHOA CHU KANG CTRL",103.743394,1.382146,"HDB Flats"
"HDB Block 353, CLEMENTI AVE 2",103.769904,1.31225,"HDB Flats"
"HDB Block 353, HOUGANG AVE 7",103.899501,1.37218,"HDB Flats"
"HDB Block 353, JURONG EAST ST 31",103.7306955,1.3443696,"HDB Flats"
"HDB Block 353, KANG CHING RD",103.7203042,1.3405484,"HDB Flats"
"HDB Block 353, TAMPINES ST 33",103.9627635,1.3550023,"HDB Flats"
"HDB Block 353, WOODLANDS AVE 1",103.7851647,1.4318557,"HDB Flats"
"HDB Block 353, YISHUN RING RD",103.845226,1.4261415,"HDB Flats"
"HDB Block 353A, ANCHORVALE LANE",103.8851063,1.3929584,"HDB Flats"
"HDB Block 353A, ADMIRALTY DR",103.814712,1.450544,"HDB Flats"
"HDB Block 353A, CLEMENTI AVE 2",103.7706609,1.3145821,"HDB Flats"
"HDB Block 353B, ANCHORVALE LANE",103.8851063,1.3929584,"HDB Flats"
"HDB Block 353B, ADMIRALTY DR",103.814712,1.450544,"HDB Flats"
"HDB Block 353C, ADMIRALTY DR",103.8185881,1.4504006,"HDB Flats"
"HDB Block 354, ADMIRALTY DR",103.8185881,1.4504006,"HDB Flats"
"HDB Block 354, ANG MO KIO ST 32",103.851531,1.364188,"HDB Flats"
"HDB Block 354, BT BATOK ST 31",103.749661,1.361351,"HDB Flats"
"HDB Block 354, CHOA CHU KANG CTRL",103.740168,1.382847,"HDB Flats"
"HDB Block 354, CLEMENTI AVE 2",103.770778,1.313528,"HDB Flats"
"HDB Block 354, HOUGANG AVE 7",103.899425,1.372451,"HDB Flats"
"HDB Block 354, JURONG EAST AVE 1",103.7298664,1.3513116,"HDB Flats"
"HDB Block 354, KANG CHING RD",103.721115,1.338733,"HDB Flats"
"HDB Block 354, TAMPINES ST 33",103.9624955,1.3550624,"HDB Flats"
"HDB Block 354, WOODLANDS AVE 1",103.785053,1.432385,"HDB Flats"
"HDB Block 354, YISHUN RING RD",103.845207,1.425827,"HDB Flats"
"HDB Block 354A, ANG MO KIO ST 32",103.85196,1.3639317,"HDB Flats"
"HDB Block 354A, ADMIRALTY DR",103.8188412,1.4501124,"HDB Flats"
"HDB Block 354A, TAMPINES ST 33",103.9627635,1.3550023,"HDB Flats"
"HDB Block 354A, WOODLANDS AVE 1",103.785053,1.432385,"HDB Flats"
"HDB Block 354B, ADMIRALTY DR",103.8185881,1.4504006,"HDB Flats"
"HDB Block 354C, ADMIRALTY DR",103.8181442,1.4506546,"HDB Flats"
"HDB Block 354D, ADMIRALTY DR",103.8188185,1.4509385,"HDB Flats"
"HDB Block 355, BT BATOK ST 31",103.750547,1.361733,"HDB Flats"
"HDB Block 355, CHOA CHU KANG CTRL",103.7438283,1.3830339,"HDB Flats"
"HDB Block 355, CLEMENTI AVE 2",103.7694188,1.3145367,"HDB Flats"
"HDB Block 355, HOUGANG AVE 7",103.898292,1.371822,"HDB Flats"
"HDB Block 355, KANG CHING RD",103.7207337,1.3387795,"HDB Flats"
"HDB Block 355, SEMBAWANG WAY",103.8185876,1.449677,"HDB Flats"
"HDB Block 355, TAMPINES ST 33",103.961513,1.355072,"HDB Flats"
"HDB Block 355, WOODLANDS AVE 1",103.7844825,1.4328509,"HDB Flats"
"HDB Block 355, YISHUN RING RD",103.844918,1.425464,"HDB Flats"
"HDB Block 355A, ANCHORVALE LANE",103.8851063,1.3929584,"HDB Flats"
"HDB Block 355A, SEMBAWANG WAY",103.8189544,1.4495794,"HDB Flats"
"HDB Block 355A, YISHUN RING RD",103.8446875,1.4261985,"HDB Flats"
"HDB Block 356, ADMIRALTY DR",103.814712,1.450544,"HDB Flats"
"HDB Block 356, ANCHORVALE LANE",103.8851063,1.3929584,"HDB Flats"
"HDB Block 356, BT BATOK ST 31",103.750806,1.361867,"HDB Flats"
"HDB Block 356, CLEMENTI AVE 2",103.7697247,1.3139013,"HDB Flats"
"HDB Block 356, HOUGANG AVE 7",103.8988911,1.3726312,"HDB Flats"
"HDB Block 356, TAMPINES ST 33",103.961414,1.354427,"HDB Flats"
"HDB Block 356, WOODLANDS AVE 5",103.7848695,1.433397,"HDB Flats"
"HDB Block 356, YISHUN RING RD",103.8454854,1.4252248,"HDB Flats"
"HDB Block 356A, ANCHORVALE LANE",103.8851063,1.3929584,"HDB Flats"
"HDB Block 356A, ADMIRALTY DR",103.8169619,1.449445,"HDB Flats"
"HDB Block 356B, ANCHORVALE LANE",103.8851063,1.3929584,"HDB Flats"
"HDB Block 356B, ADMIRALTY DR",103.8174148,1.449222,"HDB Flats"
"HDB Block 356C, ADMIRALTY DR",103.8179908,1.4493182,"HDB Flats"
"HDB Block 357, ADMIRALTY DR",103.8160244,1.4498065,"HDB Flats"
"HDB Block 357, BT BATOK ST 31",103.750815,1.36164,"HDB Flats"
"HDB Block 357, CLEMENTI AVE 2",103.7690815,1.3141806,"HDB Flats"
"HDB Block 357, HOUGANG AVE 7",103.899163,1.372969,"HDB Flats"
"HDB Block 357, TAMPINES ST 33",103.9618031,1.3540092,"HDB Flats"
"HDB Block 357, WOODLANDS AVE 5",103.784366,1.433133,"HDB Flats"
"HDB Block 357, YISHUN RING RD",103.8459516,1.426392,"HDB Flats"
"HDB Block 357, YUNG AN RD",103.7209935,1.3367704,"HDB Flats"
"HDB Block 357A, ADMIRALTY DR",103.8170299,1.4499768,"HDB Flats"
"HDB Block 357B, ADMIRALTY DR",103.8175215,1.4503948,"HDB Flats"
"HDB Block 357C, ADMIRALTY DR",103.8174627,1.4497092,"HDB Flats"
"HDB Block 358, ADMIRALTY DR",103.8160244,1.4498065,"HDB Flats"
"HDB Block 358, BT BATOK ST 31",103.7505671,1.36138,"HDB Flats"
"HDB Block 358, CLEMENTI AVE 2",103.768992,1.313534,"HDB Flats"
"HDB Block 358, HOUGANG AVE 5",103.895518,1.368874,"HDB Flats"
"HDB Block 358, TAMPINES ST 33",103.960943,1.354327,"HDB Flats"
"HDB Block 358, WOODLANDS AVE 5",103.7838194,1.4336476,"HDB Flats"
"HDB Block 358, YISHUN RING RD",103.8460545,1.4265693,"HDB Flats"
"HDB Block 358, YUNG AN RD",103.7211561,1.3365961,"HDB Flats"
"HDB Block 358A, ADMIRALTY DR",103.814712,1.450544,"HDB Flats"
"HDB Block 358A, WOODLANDS AVE 5",103.7838194,1.4336476,"HDB Flats"
"HDB Block 359, ADMIRALTY DR",103.8160244,1.4498065,"HDB Flats"
"HDB Block 359, BT BATOK ST 31",103.7512357,1.3614575,"HDB Flats"
"HDB Block 359, CLEMENTI AVE 2",103.769808,1.313415,"HDB Flats"
"HDB Block 359, HOUGANG AVE 5",103.8971086,1.3670968,"HDB Flats"
"HDB Block 359, TAMPINES ST 34",103.961529,1.355936,"HDB Flats"
"HDB Block 359, WOODLANDS AVE 5",103.783908,1.434288,"HDB Flats"
"HDB Block 359, YISHUN RING RD",103.8460633,1.4277573,"HDB Flats"
"HDB Block 359, YUNG AN RD",103.7209935,1.3367704,"HDB Flats"
"HDB Block 359A, ADMIRALTY DR",103.8160244,1.4498065,"HDB Flats"
"HDB Block 359A, TAMPINES ST 34",103.961529,1.355936,"HDB Flats"
"HDB Block 359B, ADMIRALTY DR",103.8150726,1.4494891,"HDB Flats"
"HDB Block 359C, ADMIRALTY DR",103.8160244,1.4498065,"HDB Flats"
"HDB Block 36, BEDOK STH AVE 2",103.9382151,1.3216188,"HDB Flats"
"HDB Block 36, BEO CRES",103.82723,1.288303,"HDB Flats"
"HDB Block 36, CASSIA CRES",103.8848709,1.3098094,"HDB Flats"
"HDB Block 36, CHAI CHEE AVE",103.925329,1.325447,"HDB Flats"
"HDB Block 36, CIRCUIT RD",103.8867982,1.3291234,"HDB Flats"
"HDB Block 36, EUNOS CRES",103.901666,1.321188,"HDB Flats"
"HDB Block 36, HOLLAND DR",103.791639,1.311104,"HDB Flats"
"HDB Block 36, JLN RUMAH TINGGI",103.8088188,1.2885481,"HDB Flats"
"HDB Block 36, LOR 5 TOA PAYOH",103.855105,1.335034,"HDB Flats"
"HDB Block 36, MARSILING DR",103.7723822,1.4452553,"HDB Flats"
"HDB Block 36, MOH GUAN TER",103.8310578,1.2849226,"HDB Flats"
"HDB Block 36, TANGLIN HALT RD",103.7996492,1.2988856,"HDB Flats"
"HDB Block 36, TEBAN GDNS RD",103.7424998,1.3205832,"HDB Flats"
"HDB Block 36, TELOK BLANGAH RISE",103.8209836,1.2724325,"HDB Flats"
"HDB Block 360, ADMIRALTY DR",103.816049,1.449309,"HDB Flats"
"HDB Block 360, BT BATOK ST 31",103.750525,1.361044,"HDB Flats"
"HDB Block 360, HOUGANG AVE 5",103.8955671,1.3694849,"HDB Flats"
"HDB Block 360, TAMPINES ST 34",103.96217,1.35543,"HDB Flats"
"HDB Block 360, WOODLANDS AVE 5",103.7843908,1.434017,"HDB Flats"
"HDB Block 360, YISHUN RING RD",103.8457645,1.4277638,"HDB Flats"
"HDB Block 360, YUNG AN RD",103.7210451,1.336273,"HDB Flats"
"HDB Block 360A, ADMIRALTY DR",103.816049,1.449309,"HDB Flats"
"HDB Block 360B, ADMIRALTY DR",103.8151733,1.4487037,"HDB Flats"
"HDB Block 360C, ADMIRALTY DR",103.8150726,1.4494891,"HDB Flats"
"HDB Block 361, BT BATOK ST 31",103.75073,1.360707,"HDB Flats"
"HDB Block 361, HOUGANG AVE 5",103.895824,1.369259,"HDB Flats"
"HDB Block 361, SEMBAWANG CRES",103.8138535,1.4462359,"HDB Flats"
"HDB Block 361, TAMPINES ST 34",103.9624743,1.35612,"HDB Flats"
"HDB Block 361, WOODLANDS AVE 5",103.7847917,1.4339516,"HDB Flats"
"HDB Block 361, YISHUN RING RD",103.845943,1.42832,"HDB Flats"
"HDB Block 361, YUNG AN RD",103.720312,1.335818,"HDB Flats"
"HDB Block 361A, TAMPINES ST 34",103.959903,1.357696,"HDB Flats"
"HDB Block 362, BT BATOK ST 31",103.750081,1.360635,"HDB Flats"
"HDB Block 362, CLEMENTI AVE 2",103.7702301,1.3127353,"HDB Flats"
"HDB Block 362, HOUGANG AVE 5",103.896001,1.370041,"HDB Flats"
"HDB Block 362, SEMBAWANG CRES",103.813473,1.447088,"HDB Flats"
"HDB Block 362, TAMPINES ST 34",103.961538,1.356241,"HDB Flats"
"HDB Block 362, WOODLANDS AVE 5",103.7852537,1.4337906,"HDB Flats"
"HDB Block 362, YISHUN RING RD",103.8448762,1.428565,"HDB Flats"
"HDB Block 362, YUNG AN RD",103.719825,1.336149,"HDB Flats"
"HDB Block 362A, SEMBAWANG CRES",103.815109,1.446474,"HDB Flats"
"HDB Block 362B, SEMBAWANG CRES",103.813473,1.447088,"HDB Flats"
"HDB Block 362C, SEMBAWANG CRES",103.8131831,1.446926,"HDB Flats"
"HDB Block 363, BT BATOK ST 31",103.7496577,1.361026,"HDB Flats"
"HDB Block 363, CLEMENTI AVE 2",103.7685368,1.3129897,"HDB Flats"
"HDB Block 363, HOUGANG AVE 5",103.8964052,1.3702886,"HDB Flats"
"HDB Block 363, SEMBAWANG CRES",103.8132318,1.4457996,"HDB Flats"
"HDB Block 363, TAMPINES ST 34",103.960731,1.355777,"HDB Flats"
"HDB Block 363, WOODLANDS AVE 5",103.7859301,1.4339148,"HDB Flats"
"HDB Block 363, YISHUN RING RD",103.8451326,1.429014,"HDB Flats"
"HDB Block 363, YUNG AN RD",103.720063,1.336464,"HDB Flats"
"HDB Block 363A, SEMBAWANG CRES",103.815113,1.445914,"HDB Flats"
"HDB Block 363B, SEMBAWANG CRES",103.813768,1.4455177,"HDB Flats"
"HDB Block 363C, SEMBAWANG CRES",103.8132318,1.4457996,"HDB Flats"
"HDB Block 364, BT BATOK ST 31",103.749305,1.360632,"HDB Flats"
"HDB Block 364, CLEMENTI AVE 2",103.768583,1.312407,"HDB Flats"
"HDB Block 364, SEMBAWANG CRES",103.815113,1.445914,"HDB Flats"
"HDB Block 364, TAMPINES ST 34",103.9591411,1.3573471,"HDB Flats"
"HDB Block 364, UPP SERANGOON RD",103.8973755,1.369313,"HDB Flats"
"HDB Block 364, WOODLANDS AVE 5",103.7867708,1.4340448,"HDB Flats"
"HDB Block 364, YISHUN RING RD",103.844641,1.429138,"HDB Flats"
"HDB Block 364, YUNG AN RD",103.7204669,1.3369448,"HDB Flats"
"HDB Block 364A, SEMBAWANG CRES",103.815113,1.445914,"HDB Flats"
"HDB Block 364A, TAMPINES ST 34",103.959903,1.357696,"HDB Flats"
"HDB Block 364A, UPP SERANGOON RD",103.8973755,1.369313,"HDB Flats"
"HDB Block 364B, SEMBAWANG CRES",103.815113,1.445914,"HDB Flats"
"HDB Block 364B, UPP SERANGOON RD",103.896271,1.372233,"HDB Flats"
"HDB Block 365, BT BATOK ST 31",103.748652,1.3607769,"HDB Flats"
"HDB Block 365, CLEMENTI AVE 2",103.769904,1.31225,"HDB Flats"
"HDB Block 365, CORPORATION DR",103.7205991,1.3392367,"HDB Flats"
"HDB Block 365, SEMBAWANG CRES",103.815113,1.445914,"HDB Flats"
"HDB Block 365, TAMPINES ST 34",103.9606419,1.3576854,"HDB Flats"
"HDB Block 365, UPP SERANGOON RD",103.896271,1.372233,"HDB Flats"
"HDB Block 365, WOODLANDS AVE 5",103.7859301,1.4339148,"HDB Flats"
"HDB Block 365, YISHUN RING RD",103.845125,1.429254,"HDB Flats"
"HDB Block 365A, SEMBAWANG CRES",103.815113,1.445914,"HDB Flats"
"HDB Block 365A, UPP SERANGOON RD",103.896271,1.372233,"HDB Flats"
"HDB Block 365B, SEMBAWANG CRES",103.8174313,1.4439143,"HDB Flats"
"HDB Block 365B, UPP SERANGOON RD",103.8973755,1.369313,"HDB Flats"
"HDB Block 365C, SEMBAWANG CRES",103.817095,1.4434266,"HDB Flats"
"HDB Block 365C, UPP SERANGOON RD",103.8972412,1.3701229,"HDB Flats"
"HDB Block 365D, UPP SERANGOON RD",103.8966469,1.3697746,"HDB Flats"
"HDB Block 366, BT BATOK ST 31",103.748893,1.360362,"HDB Flats"
"HDB Block 366, CLEMENTI AVE 2",103.771592,1.31255,"HDB Flats"
"HDB Block 366, CORPORATION DR",103.7196092,1.3381421,"HDB Flats"
"HDB Block 366, SEMBAWANG CRES",103.815113,1.445914,"HDB Flats"
"HDB Block 366, TAMPINES ST 34",103.9615728,1.3577644,"HDB Flats"
"HDB Block 366, WOODLANDS AVE 5",103.78758,1.433856,"HDB Flats"
"HDB Block 366, YISHUN RING RD",103.8459457,1.4291567,"HDB Flats"
"HDB Block 366A, CLEMENTI AVE 2",103.769904,1.31225,"HDB Flats"
"HDB Block 366A, SEMBAWANG CRES",103.815113,1.445914,"HDB Flats"
"HDB Block 366A, TAMPINES ST 34",103.959903,1.357696,"HDB Flats"
"HDB Block 366B, SEMBAWANG CRES",103.815113,1.445914,"HDB Flats"
"HDB Block 367, BT BATOK ST 31",103.749764,1.360317,"HDB Flats"
"HDB Block 367, CLEMENTI AVE 2",103.7715489,1.312937,"HDB Flats"
"HDB Block 367, CORPORATION DR",103.718959,1.3382647,"HDB Flats"
"HDB Block 367, TAMPINES ST 34",103.959903,1.357696,"HDB Flats"
"HDB Block 367, WOODLANDS AVE 5",103.7864161,1.4334997,"HDB Flats"
"HDB Block 367, YISHUN RING RD",103.845203,1.429603,"HDB Flats"
"HDB Block 367A, TAMPINES ST 34",103.959903,1.357696,"HDB Flats"
"HDB Block 368, BT BATOK ST 31",103.7502479,1.3604075,"HDB Flats"
"HDB Block 368, CORPORATION DR",103.7194715,1.3373286,"HDB Flats"
"HDB Block 368, TAMPINES ST 34",103.960978,1.358748,"HDB Flats"
"HDB Block 368, WOODLANDS AVE 1",103.7866438,1.433242,"HDB Flats"
"HDB Block 369, BT BATOK ST 31",103.750558,1.360014,"HDB Flats"
"HDB Block 369, TAMPINES ST 34",103.960233,1.358614,"HDB Flats"
"HDB Block 369, WOODLANDS AVE 1",103.787497,1.433486,"HDB Flats"
"HDB Block 369, YUNG AN RD",103.7198705,1.3370176,"HDB Flats"
"HDB Block 37, BEDOK STH AVE 2",103.9404009,1.3219938,"HDB Flats"
"HDB Block 37, CAMBRIDGE RD",103.8488963,1.3164886,"HDB Flats"
"HDB Block 37, CHAI CHEE AVE",103.926152,1.325543,"HDB Flats"
"HDB Block 37, CIRCUIT RD",103.8865714,1.3281993,"HDB Flats"
"HDB Block 37, JLN RUMAH TINGGI",103.8090437,1.2892834,"HDB Flats"
"HDB Block 37, LIM LIAK ST",103.8303075,1.2854158,"HDB Flats"
"HDB Block 37, LOR 5 TOA PAYOH",103.85586,1.334693,"HDB Flats"
"HDB Block 37, MARSILING DR",103.7718008,1.4455261,"HDB Flats"
"HDB Block 37, SIN MING DR",103.836408,1.3553878,"HDB Flats"
"HDB Block 37, TANGLIN HALT RD",103.7978644,1.2975798,"HDB Flats"
"HDB Block 37, TEBAN GDNS RD",103.7424998,1.3205832,"HDB Flats"
"HDB Block 37, TELOK BLANGAH RISE",103.8228306,1.2726546,"HDB Flats"
"HDB Block 37A, C'WEALTH DR",103.7971055,1.3010593,"HDB Flats"
"HDB Block 37A, CAMBRIDGE RD",103.8488963,1.3164886,"HDB Flats"
"HDB Block 37A, JLN RUMAH TINGGI",103.8090437,1.2892834,"HDB Flats"
"HDB Block 37A, TEBAN GDNS RD",103.742867,1.321378,"HDB Flats"
"HDB Block 37B, C'WEALTH DR",103.7971055,1.3010593,"HDB Flats"
"HDB Block 370, BT BATOK ST 31",103.749795,1.35998,"HDB Flats"
"HDB Block 370, HOUGANG ST 31",103.889401,1.363701,"HDB Flats"
"HDB Block 370, TAMPINES ST 34",103.959529,1.357931,"HDB Flats"
"HDB Block 370, WOODLANDS AVE 1",103.787319,1.432547,"HDB Flats"
"HDB Block 370A, WOODLANDS AVE 1",103.787319,1.432547,"HDB Flats"
"HDB Block 371, BT BATOK ST 31",103.7508392,1.3596646,"HDB Flats"
"HDB Block 371, CLEMENTI AVE 4",103.768283,1.320156,"HDB Flats"
"HDB Block 371, HOUGANG ST 31",103.889663,1.363599,"HDB Flats"
"HDB Block 371, JURONG EAST ST 32",103.734238,1.346994,"HDB Flats"
"HDB Block 371, TAMPINES ST 34",103.958651,1.3569469,"HDB Flats"
"HDB Block 371, WOODLANDS AVE 1",103.7868073,1.4323082,"HDB Flats"
"HDB Block 371A, WOODLANDS AVE 1",103.7851647,1.4318557,"HDB Flats"
"HDB Block 372, BT BATOK ST 31",103.7513937,1.3586157,"HDB Flats"
"HDB Block 372, CLEMENTI AVE 4",103.767641,1.319819,"HDB Flats"
"HDB Block 372, HOUGANG ST 31",103.889651,1.362906,"HDB Flats"
"HDB Block 372, JURONG EAST ST 32",103.731826,1.3483807,"HDB Flats"
"HDB Block 372, TAMPINES ST 34",103.95804,1.3565449,"HDB Flats"
"HDB Block 372A, JURONG EAST ST 32",103.731826,1.3483807,"HDB Flats"
"HDB Block 373, BT BATOK ST 31",103.750278,1.358959,"HDB Flats"
"HDB Block 373, CLEMENTI AVE 4",103.768283,1.320156,"HDB Flats"
"HDB Block 373, HOUGANG ST 31",103.890291,1.362682,"HDB Flats"
"HDB Block 373, JURONG EAST ST 32",103.731826,1.3483807,"HDB Flats"
"HDB Block 373, TAMPINES ST 34",103.958719,1.356028,"HDB Flats"
